Geography,Concept,Unit,Frequency,Period,Value
Mexico,"Deflator: NIA Exports of Goods & Non-Factor Services, US$",Index,Annual,1/1/2024,125.6672814
Mexico,"Nominal Private Consumption, PPP$",U.S. Dollar,Annual,1/1/2017,1561.888502
Mexico,"Nominal Private Consumption, PPP$",U.S. Dollar,Annual,1/1/2018,1623.757612
Mexico,"Nominal Private Consumption, PPP$",U.S. Dollar,Annual,1/1/2019,1652.796235
Mexico,"Nominal Private Consumption, PPP$",U.S. Dollar,Annual,1/1/2020,1491.978027
Mexico,"Nominal Private Consumption, PPP$",U.S. Dollar,Annual,1/1/2021,1691.76674
Mexico,"Nominal Private Consumption, PPP$",U.S. Dollar,Annual,1/1/2022,1949.831391
Mexico,"Nominal Private Consumption, PPP$",U.S. Dollar,Annual,1/1/2023,2064.512176
Mexico,"Nominal Private Consumption, PPP$",U.S. Dollar,Annual,1/1/2024,2151.447201
Mexico,"Real NIA Exports of Goods & Non-Factor Services, euro",Euro,Annual,1/1/2017,416.202691
Mexico,"Real NIA Exports of Goods & Non-Factor Services, euro",Euro,Annual,1/1/2018,443.2765003
Mexico,"Real NIA Exports of Goods & Non-Factor Services, euro",Euro,Annual,1/1/2019,448.9416217
Mexico,"Real NIA Exports of Goods & Non-Factor Services, euro",Euro,Annual,1/1/2020,416.4285273
Mexico,"Real NIA Exports of Goods & Non-Factor Services, euro",Euro,Annual,1/1/2021,447.116664
Mexico,"Real NIA Exports of Goods & Non-Factor Services, euro",Euro,Annual,1/1/2022,487.7448491
Mexico,"Real NIA Exports of Goods & Non-Factor Services, euro",Euro,Annual,1/1/2023,477.9413865
Mexico,"Real NIA Exports of Goods & Non-Factor Services, euro",Euro,Annual,1/1/2024,496.4488413
Mexico,"Labor Productivity: GDP-to-Employed Labor Force, lcu",Mexican Peso,Annual,1/1/2017,346442.685
Mexico,"Labor Productivity: GDP-to-Employed Labor Force, lcu",Mexican Peso,Annual,1/1/2018,344908.404
Mexico,"Labor Productivity: GDP-to-Employed Labor Force, lcu",Mexican Peso,Annual,1/1/2019,336300.4795
Mexico,"Labor Productivity: GDP-to-Employed Labor Force, lcu",Mexican Peso,Annual,1/1/2020,331790.3014
Mexico,"Labor Productivity: GDP-to-Employed Labor Force, lcu",Mexican Peso,Annual,1/1/2021,323098.2175
Mexico,"Labor Productivity: GDP-to-Employed Labor Force, lcu",Mexican Peso,Annual,1/1/2022,320266.0748
Mexico,"Labor Productivity: GDP-to-Employed Labor Force, lcu",Mexican Peso,Annual,1/1/2023,322918.4771
Mexico,"Labor Productivity: GDP-to-Employed Labor Force, lcu",Mexican Peso,Annual,1/1/2024,327101.477
Mexico,"Gross Domestic Demand, Year -on- Year",Percentage,Annual,1/1/2017,1.276322739
Mexico,"Gross Domestic Demand, Year -on- Year",Percentage,Annual,1/1/2018,1.197673493
Mexico,"Gross Domestic Demand, Year -on- Year",Percentage,Annual,1/1/2019,-0.405370168
Mexico,"Gross Domestic Demand, Year -on- Year",Percentage,Annual,1/1/2020,-11.61920893
Mexico,"Gross Domestic Demand, Year -on- Year",Percentage,Annual,1/1/2021,7.527526488
Mexico,"Gross Domestic Demand, Year -on- Year",Percentage,Annual,1/1/2022,6.153923408
Mexico,"Gross Domestic Demand, Year -on- Year",Percentage,Annual,1/1/2023,6.907738109
Mexico,"Gross Domestic Demand, Year -on- Year",Percentage,Annual,1/1/2024,2.813916619
Mexico,"Deflator: Consumption, Total, US$",Index,Annual,1/1/2017,94.40163792
Mexico,"Deflator: Consumption, Total, US$",Index,Annual,1/1/2018,96.40900714
Mexico,"Deflator: Consumption, Total, US$",Index,Annual,1/1/2019,100
Mexico,"Deflator: Consumption, Total, US$",Index,Annual,1/1/2020,93.16424042
Mexico,"Deflator: Consumption, Total, US$",Index,Annual,1/1/2021,104.5180119
Mexico,"Deflator: Consumption, Total, US$",Index,Annual,1/1/2022,114.0400042
Mexico,"Deflator: Consumption, Total, US$",Index,Annual,1/1/2023,136.1768309
Mexico,"Deflator: Consumption, Total, US$",Index,Annual,1/1/2024,133.1558947
Mexico,"Debt, Total % of GDP, general government",Percentage,Annual,1/1/2017,44.13267493
Mexico,"Debt, Total % of GDP, general government",Percentage,Annual,1/1/2018,44.92477969
Mexico,"Debt, Total % of GDP, general government",Percentage,Annual,1/1/2019,44.84133453
Mexico,"Debt, Total % of GDP, general government",Percentage,Annual,1/1/2020,51.53855889
Mexico,"Debt, Total % of GDP, general government",Percentage,Annual,1/1/2021,50.8294146
Mexico,"Debt, Total % of GDP, general government",Percentage,Annual,1/1/2022,48.63541355
Mexico,"Debt, Total % of GDP, general government",Percentage,Annual,1/1/2023,47.53587784
Mexico,"Debt, Total % of GDP, general government",Percentage,Annual,1/1/2024,47.37410788
Mexico,"Index: monthly compensation per employee, LCU basis",Index,Annual,1/1/2017,87.97063499
Mexico,"Index: monthly compensation per employee, LCU basis",Index,Annual,1/1/2018,93.6537982
Mexico,"Index: monthly compensation per employee, LCU basis",Index,Annual,1/1/2019,100
Mexico,"Index: monthly compensation per employee, LCU basis",Index,Annual,1/1/2020,104.1603173
Mexico,"Index: monthly compensation per employee, LCU basis",Index,Annual,1/1/2021,108.8587774
Mexico,"Index: monthly compensation per employee, LCU basis",Index,Annual,1/1/2022,117.5742661
Mexico,"Index: monthly compensation per employee, LCU basis",Index,Annual,1/1/2023,126.5686742
Mexico,"Index: monthly compensation per employee, LCU basis",Index,Annual,1/1/2024,133.8191261
Mexico,Consumer Price Index,Index,Annual,1/1/2017,91.98493781
Mexico,Consumer Price Index,Index,Annual,1/1/2018,96.49160275
Mexico,Consumer Price Index,Index,Annual,1/1/2019,100
Mexico,Consumer Price Index,Index,Annual,1/1/2020,103.3968342
Mexico,Consumer Price Index,Index,Annual,1/1/2021,109.2792956
Mexico,Consumer Price Index,Index,Annual,1/1/2022,117.9082906
Mexico,Consumer Price Index,Index,Annual,1/1/2023,124.4493617
Mexico,Consumer Price Index,Index,Annual,1/1/2024,129.6044019
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2017,98.2473441
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2018,99.92139078
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2019,100
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2020,111.6132078
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2021,105.3045081
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2022,104.4765807
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2023,92.76735081
Mexico,"Exchange Rate Index, Period Average (LCU per US$)",Index,Annual,1/1/2024,101.1311744
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, lcu",Mexican Peso,Annual,1/1/2017,8254.321085
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, lcu",Mexican Peso,Annual,1/1/2018,9223.425355
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, lcu",Mexican Peso,Annual,1/1/2019,9488.367724
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, lcu",Mexican Peso,Annual,1/1/2020,9257.747332
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, lcu",Mexican Peso,Annual,1/1/2021,10591.19519
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, lcu",Mexican Peso,Annual,1/1/2022,12342.81088
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, lcu",Mexican Peso,Annual,1/1/2023,12110.86357
Mexico,"Nominal NIA Exports of Goods & Non-Factor Services, lcu",Mexican Peso,Annual,1/1/2024,13383.4472
Mexico,"Debt, Total, in euro, unspecified government",Euro,Annual,1/1/2017,454.1464986
Mexico,"Debt, Total, in euro, unspecified government",Euro,Annual,1/1/2018,465.3626796
Mexico,"Debt, Total, in euro, unspecified government",Euro,Annual,1/1/2019,508.6767016
Mexico,"Debt, Total, in euro, unspecified government",Euro,Annual,1/1/2020,492.611903
Mexico,"Debt, Total, in euro, unspecified government",Euro,Annual,1/1/2021,547.6815807
Mexico,"Debt, Total, in euro, unspecified government",Euro,Annual,1/1/2022,654.9396116
Mexico,"Debt, Total, in euro, unspecified government",Euro,Annual,1/1/2023,771.2804373
Mexico,"Debt, Total, in euro, unspecified government",Euro,Annual,1/1/2024,750.7301081
Mexico,"Real Government Consumption, US$",U.S. Dollar,Annual,1/1/2017,143.1238333
Mexico,"Real Government Consumption, US$",U.S. Dollar,Annual,1/1/2018,147.5234559
Mexico,"Real Government Consumption, US$",U.S. Dollar,Annual,1/1/2019,145.1080531
Mexico,"Real Government Consumption, US$",U.S. Dollar,Annual,1/1/2020,144.0402009
Mexico,"Real Government Consumption, US$",U.S. Dollar,Annual,1/1/2021,143.373059
Mexico,"Real Government Consumption, US$",U.S. Dollar,Annual,1/1/2022,145.2604569
Mexico,"Real Government Consumption, US$",U.S. Dollar,Annual,1/1/2023,147.9189722
Mexico,"Real Government Consumption, US$",U.S. Dollar,Annual,1/1/2024,153.2279054
Mexico,"Real Consumption, Total, euro",Euro,Annual,1/1/2017,843.4307542
Mexico,"Real Consumption, Total, euro",Euro,Annual,1/1/2018,865.4434551
Mexico,"Real Consumption, Total, euro",Euro,Annual,1/1/2019,865.8462404
Mexico,"Real Consumption, Total, euro",Euro,Annual,1/1/2020,788.3828637
Mexico,"Real Consumption, Total, euro",Euro,Annual,1/1/2021,838.1218324
Mexico,"Real Consumption, Total, euro",Euro,Annual,1/1/2022,882.5179877
Mexico,"Real Consumption, Total, euro",Euro,Annual,1/1/2023,912.1640342
Mexico,"Real Consumption, Total, euro",Euro,Annual,1/1/2024,931.3004761
Mexico,"Deflator: Fixed Investment, lcu",Index,Annual,1/1/2017,130.3404824
Mexico,"Deflator: Fixed Investment, lcu",Index,Annual,1/1/2018,138.1538367
Mexico,"Deflator: Fixed Investment, lcu",Index,Annual,1/1/2019,141.1126726
Mexico,"Deflator: Fixed Investment, lcu",Index,Annual,1/1/2020,150.7897559
Mexico,"Deflator: Fixed Investment, lcu",Index,Annual,1/1/2021,161.333836
Mexico,"Deflator: Fixed Investment, lcu",Index,Annual,1/1/2022,175.9662041
Mexico,"Deflator: Fixed Investment, lcu",Index,Annual,1/1/2023,179.069652
Mexico,"Deflator: Fixed Investment, lcu",Index,Annual,1/1/2024,185.5594225
Mexico,"Monthly compensation per employee, LCU",Mexican Peso,Annual,1/1/2017,1375.383896
Mexico,"Monthly compensation per employee, LCU",Mexican Peso,Annual,1/1/2018,1464.237764
Mexico,"Monthly compensation per employee, LCU",Mexican Peso,Annual,1/1/2019,1563.457961
Mexico,"Monthly compensation per employee, LCU",Mexican Peso,Annual,1/1/2020,1628.502773
Mexico,"Monthly compensation per employee, LCU",Mexican Peso,Annual,1/1/2021,1701.961221
Mexico,"Monthly compensation per employee, LCU",Mexican Peso,Annual,1/1/2022,1838.224224
Mexico,"Monthly compensation per employee, LCU",Mexican Peso,Annual,1/1/2023,1978.848012
Mexico,"Monthly compensation per employee, LCU",Mexican Peso,Annual,1/1/2024,2092.20578
Mexico,"Total Expenditure, % of GDP, unspecified government",Percentage,Annual,1/1/2017,23.61925734
Mexico,"Total Expenditure, % of GDP, unspecified government",Percentage,Annual,1/1/2018,23.75572655
Mexico,"Total Expenditure, % of GDP, unspecified government",Percentage,Annual,1/1/2019,23.68727321
Mexico,"Total Expenditure, % of GDP, unspecified government",Percentage,Annual,1/1/2020,25.60626695
Mexico,"Total Expenditure, % of GDP, unspecified government",Percentage,Annual,1/1/2021,26.06077034
Mexico,"Total Expenditure, % of GDP, unspecified government",Percentage,Annual,1/1/2022,26.51320183
Mexico,"Total Expenditure, % of GDP, unspecified government",Percentage,Annual,1/1/2023,26.32614673
Mexico,"Total Expenditure, % of GDP, unspecified government",Percentage,Annual,1/1/2024,26.49023242
Mexico,"Growth Rate: Population, Age Bracket 15-64",Percentage,Annual,1/1/2017,1.452181326
Mexico,"Growth Rate: Population, Age Bracket 15-64",Percentage,Annual,1/1/2018,1.30212147
Mexico,"Growth Rate: Population, Age Bracket 15-64",Percentage,Annual,1/1/2019,1.234764287
Mexico,"Growth Rate: Population, Age Bracket 15-64",Percentage,Annual,1/1/2020,1.127157995
Mexico,"Growth Rate: Population, Age Bracket 15-64",Percentage,Annual,1/1/2021,0.970322078
Mexico,"Growth Rate: Population, Age Bracket 15-64",Percentage,Annual,1/1/2022,1.016399075
Mexico,"Growth Rate: Population, Age Bracket 15-64",Percentage,Annual,1/1/2023,1.080282425
Mexico,"Growth Rate: Population, Age Bracket 15-64",Percentage,Annual,1/1/2024,1.030281783
Mexico,"Nominal Effective (Trade-Weighted) Exchange Rate, nominal value of LCU",Index,Annual,1/1/2017,100.4157115
Mexico,"Nominal Effective (Trade-Weighted) Exchange Rate, nominal value of LCU",Index,Annual,1/1/2018,98.5469597
Mexico,"Nominal Effective (Trade-Weighted) Exchange Rate, nominal value of LCU",Index,Annual,1/1/2019,100
Mexico,"Nominal Effective (Trade-Weighted) Exchange Rate, nominal value of LCU",Index,Annual,1/1/2020,90.1216361
Mexico,"Nominal Effective (Trade-Weighted) Exchange Rate, nominal value of LCU",Index,Annual,1/1/2021,95.90195223
Mexico,"Nominal Effective (Trade-Weighted) Exchange Rate, nominal value of LCU",Index,Annual,1/1/2022,99.5419662
Mexico,"Nominal Effective (Trade-Weighted) Exchange Rate, nominal value of LCU",Index,Annual,1/1/2023,113.9025451
Mexico,"Nominal Effective (Trade-Weighted) Exchange Rate, nominal value of LCU",Index,Annual,1/1/2024,104.769658
Mexico,"Index, Retail Sales, Nominal (SA - Value)",Index,Annual,1/1/2017,88.91919891
Mexico,"Index, Retail Sales, Nominal (SA - Value)",Index,Annual,1/1/2018,94.41694223
Mexico,"Index, Retail Sales, Nominal (SA - Value)",Index,Annual,1/1/2019,100
Mexico,"Index, Retail Sales, Nominal (SA - Value)",Index,Annual,1/1/2020,94.42087393
Mexico,"Index, Retail Sales, Nominal (SA - Value)",Index,Annual,1/1/2021,113.0409808
Mexico,"Index, Retail Sales, Nominal (SA - Value)",Index,Annual,1/1/2022,130.744975
Mexico,"Index, Retail Sales, Nominal (SA - Value)",Index,Annual,1/1/2023,142.3245218
Mexico,"Index, Retail Sales, Nominal (SA - Value)",Index,Annual,1/1/2024,150.8449632
Mexico,"Direct investment, BOP, USD",U.S. Dollar,Annual,1/1/2017,30.02916267
Mexico,"Direct investment, BOP, USD",U.S. Dollar,Annual,1/1/2018,25.73578214
Mexico,"Direct investment, BOP, USD",U.S. Dollar,Annual,1/1/2019,23.93760078
Mexico,"Direct investment, BOP, USD",U.S. Dollar,Annual,1/1/2020,25.94062887
Mexico,"Direct investment, BOP, USD",U.S. Dollar,Annual,1/1/2021,33.07654852
Mexico,"Direct investment, BOP, USD",U.S. Dollar,Annual,1/1/2022,21.56143305
Mexico,"Direct investment, BOP, USD",U.S. Dollar,Annual,1/1/2023,36.01723968
Mexico,"Direct investment, BOP, USD",U.S. Dollar,Annual,1/1/2024,20.29663192
Mexico,"Real Inventory Investment, US$",U.S. Dollar,Annual,1/1/2017,9.627164163
Mexico,"Real Inventory Investment, US$",U.S. Dollar,Annual,1/1/2018,8.709105759
Mexico,"Real Inventory Investment, US$",U.S. Dollar,Annual,1/1/2019,6.748018296
Mexico,"Real Inventory Investment, US$",U.S. Dollar,Annual,1/1/2020,-2.489439092
Mexico,"Real Inventory Investment, US$",U.S. Dollar,Annual,1/1/2021,5.888837892
Mexico,"Real Inventory Investment, US$",U.S. Dollar,Annual,1/1/2022,4.83997849
Mexico,"Real Inventory Investment, US$",U.S. Dollar,Annual,1/1/2023,4.321925863
Mexico,"Real Inventory Investment, US$",U.S. Dollar,Annual,1/1/2024,3.37643518
Mexico,"Nominal Gross Domestic Investment, lcu",Mexican Peso,Annual,1/1/2017,5025.169234
Mexico,"Nominal Gross Domestic Investment, lcu",Mexican Peso,Annual,1/1/2018,5341.067567
Mexico,"Nominal Gross Domestic Investment, lcu",Mexican Peso,Annual,1/1/2019,5173.290215
Mexico,"Nominal Gross Domestic Investment, lcu",Mexican Peso,Annual,1/1/2020,4377.72197
Mexico,"Nominal Gross Domestic Investment, lcu",Mexican Peso,Annual,1/1/2021,5381.444923
Mexico,"Nominal Gross Domestic Investment, lcu",Mexican Peso,Annual,1/1/2022,6181.363719
Mexico,"Nominal Gross Domestic Investment, lcu",Mexican Peso,Annual,1/1/2023,6863.323668
Mexico,"Nominal Gross Domestic Investment, lcu",Mexican Peso,Annual,1/1/2024,7351.101074
Mexico,"BOP Direct Investment Balance or Net FDI (Net Capital Inflow), euro",Euro,Annual,1/1/2017,26.64459532
Mexico,"BOP Direct Investment Balance or Net FDI (Net Capital Inflow), euro",Euro,Annual,1/1/2018,21.80230378
Mexico,"BOP Direct Investment Balance or Net FDI (Net Capital Inflow), euro",Euro,Annual,1/1/2019,21.38344693
Mexico,"BOP Direct Investment Balance or Net FDI (Net Capital Inflow), euro",Euro,Annual,1/1/2020,22.76239586
Mexico,"BOP Direct Investment Balance or Net FDI (Net Capital Inflow), euro",Euro,Annual,1/1/2021,27.96217934
Mexico,"BOP Direct Investment Balance or Net FDI (Net Capital Inflow), euro",Euro,Annual,1/1/2022,20.50297066
Mexico,"BOP Direct Investment Balance or Net FDI (Net Capital Inflow), euro",Euro,Annual,1/1/2023,33.10333261
Mexico,"BOP Direct Investment Balance or Net FDI (Net Capital Inflow), euro",Euro,Annual,1/1/2024,18.17455006
Mexico,"BOP Other Investment Balance (Net Capital Inflow), euro",Euro,Annual,1/1/2017,-8.486630029
Mexico,"BOP Other Investment Balance (Net Capital Inflow), euro",Euro,Annual,1/1/2018,-1.782055377
Mexico,"BOP Other Investment Balance (Net Capital Inflow), euro",Euro,Annual,1/1/2019,-9.572381253
Mexico,"BOP Other Investment Balance (Net Capital Inflow), euro",Euro,Annual,1/1/2020,-23.49892101
Mexico,"BOP Other Investment Balance (Net Capital Inflow), euro",Euro,Annual,1/1/2021,18.38319258
Mexico,"BOP Other Investment Balance (Net Capital Inflow), euro",Euro,Annual,1/1/2022,-0.588914755
Mexico,"BOP Other Investment Balance (Net Capital Inflow), euro",Euro,Annual,1/1/2023,-41.43963095
Mexico,"BOP Other Investment Balance (Net Capital Inflow), euro",Euro,Annual,1/1/2024,-26.54819972
Mexico,"BOP Factor Service Imports and Debits (Investment income payments to the rest of the world), lcu",Mexican Peso,Annual,1/1/2017,764.5020263
Mexico,"BOP Factor Service Imports and Debits (Investment income payments to the rest of the world), lcu",Mexican Peso,Annual,1/1/2018,887.455263
Mexico,"BOP Factor Service Imports and Debits (Investment income payments to the rest of the world), lcu",Mexican Peso,Annual,1/1/2019,994.9086281
Mexico,"BOP Factor Service Imports and Debits (Investment income payments to the rest of the world), lcu",Mexican Peso,Annual,1/1/2020,992.6744345
Mexico,"BOP Factor Service Imports and Debits (Investment income payments to the rest of the world), lcu",Mexican Peso,Annual,1/1/2021,883.3537153
Mexico,"BOP Factor Service Imports and Debits (Investment income payments to the rest of the world), lcu",Mexican Peso,Annual,1/1/2022,1053.558134
Mexico,"BOP Factor Service Imports and Debits (Investment income payments to the rest of the world), lcu",Mexican Peso,Annual,1/1/2023,1144.011648
Mexico,"BOP Factor Service Imports and Debits (Investment income payments to the rest of the world), lcu",Mexican Peso,Annual,1/1/2024,1394.905287
